Tweet Date,Sentence,Quote Count,Reply Count,Retweet Count,Favorite Count,Sentiment,English Translation
Sun Nov 21 05:41:35 +0000 2021,"Saham sektor consumer non cyclicals terlihat pada menarik UNVR, HMSP Kayaknya it’s time for them to bounce back sedikit deh biar ada nafas, hitung-hitung bantu ngangkat indeks juga",0,1,0,1,Positive,"Non-cyclical consumer sector stocks are seen as attractive, UNVR, HMSP. It seems like it's time for them to bounce back a little so they can breathe, and also help lift the index."
Tue Nov 16 17:43:57 +0000 2021,[USERNAME] Fafifuwasweswos. Jadi nyangkut di hmsp brp? Lalu avg ny 4k?,0,0,0,0,Neutral,[USERNAME]Flywhite. So stuck in hmsp brp? Lalu avg or 4k?
Tue Nov 16 13:09:37 +0000 2021,"IHSG Diprediksi Menguat Besok, Rekomendasi Saham WIKA, BSDE, HMSP [URL]",0,0,0,0,Positive,"IHSG Predicted to Strengthen Tomorrow, Recommended Stocks WIKA, BSDE, HMSP [URL]"
Sun Nov 14 05:30:03 +0000 2021,"IHSG diprediksi melemah, simak pergerakan saham WIKA, HMSP, BSDE pada Senin (15/11) [URL] [HASHTAG]",0,0,0,0,Negative,"IHSG predicted to weaken, watch the movement of WIKA, HMSP, BSDE shares on Monday (11/15) [URL] [HASHTAG]"
Fri Nov 12 13:46:05 +0000 2021,"[Update] Saham Kecil Ini Masih Murah &amp Bagus ? Anak Usaha HMSP, PER 6x &amp PBV 1x, Laba Naik 2800% ! [URL] [HASHTAG] # [HASHTAG] [HASHTAG]",0,0,0,0,Positive,"[Update] This Small Stock Is Still Cheap & Good? HMSP Subsidiary, PER 6x & PBV 1x, Profit Up 2800%! [URL] [HASHTAG] # [HASHTAG] [HASHTAG]"
Fri Nov 12 00:46:06 +0000 2021,"IHSG Bidik 6.704, Rekomendasi Saham WIKA, HMSP, BSDE [URL]",0,0,0,1,Positive,"IHSG Targets 6,704, Recommended Shares WIKA, HMSP, BSDE [URL]"
Tue Nov 09 06:50:00 +0000 2021,"PMI keluar duit untuk membeli saham mayoritas di $HMSP sekitar Rp48T tahun 2005. Pukul rata, dalam 16 tahun terakhir, laba HMSP kira-kira Rp10T per tahun. Udah balik modal dari kapan tau.",0,2,1,4,Positive,"PMI spent money to buy a majority stake in $HMSP around Rp48T in 2005. On average, in the last 16 years, HMSP's profit has been around Rp10T per year. It has returned its capital since who knows when."
Tue Nov 09 06:38:28 +0000 2021,"Bentoel $RMBA udah memutuskan untuk go private. Sama kayak $HMSP, mayoritas saham Bentoel dipegang oleh British American Tobacco (BAT) 92,5%.",0,1,0,3,Neutral,"Bentoel $RMBA has decided to go private. Similar to $HMSP, the majority of Bentoel shares are held by British American Tobacco (BAT) at 92.5%."
Wed Nov 03 16:20:06 +0000 2021,"Rekomendasi Hold Saham HMSP, GGRM dan WIIM Sekalipun Pendapatan Naik [URL]",0,0,0,0,Positive,"Recommendation to Hold HMSP, GGRM and WIIM Stocks Even Though Income Increases [URL]"
Mon Nov 01 19:54:49 +0000 2021,"Cermati Saham ASRI, TLKM, EXCL, BBNI, BBCA, INDF, ITMG, HMSP, dan UNVR [URL] [URL]",0,0,0,0,Neutral,"Pay Attention to ASRI, TLKM, EXCL, BBNI, BBCA, INDF, ITMG, HMSP, and UNVR Stocks [URL] [URL]"
Mon Nov 01 01:50:07 +0000 2021,[USERNAME] HMSP belum waktunya buy,0,1,0,0,Negative,[USERNAME] HMSP is not yet time to buy
Wed Oct 27 23:56:02 +0000 2021,Mirae Asset Rekomendasi Trading Buy Saham HM Sampoerna (HMSP) [URL],0,0,1,2,Positive,Mirae Asset Trading Recommendation Buy HM Sampoerna (HMSP) Shares [URL]
Tue Oct 26 03:03:55 +0000 2021,"Asing Masuk, Saham UNVR-GGRM-HMSP Cs Diangkat Lagi [URL]",0,0,1,1,Positive,"Foreigners Enter, UNVR-GGRM-HMSP Cs Shares Raised Again [URL]"
Mon Oct 25 03:16:24 +0000 2021,Awas 'Kebakaran'! Saham UNVR-GGRM-HMSP cs Diobral Investor [URL],0,0,0,4,Negative,Beware of 'Fire'! UNVR-GGRM-HMSP et al Shares Sold by Investors [URL]
Fri Oct 22 00:57:12 +0000 2021,"[USERNAME] hmsp, lupa CL gr g liat aplikasi cukup lama skrg minus 40 persen""",0,2,0,0,Negative,"[USERNAME] hmsp, forgot CL because I haven't looked at the application for quite a while now it's minus 40 percent"""
Thu Oct 21 04:43:02 +0000 2021,Aksi BlackRock di Balik Kepul Saham HMSP &amp GGRM [URL],0,0,2,1,Neutral,BlackRock's Action Behind the HMSP & GGRM Stock Sweep [URL]
Wed Oct 20 12:41:43 +0000 2021,"Update slh 1 porto saham 5 juta: Jual BIPI, Avrg Down HMSP GJTL, Beli KBLI, cash 0 Plan kedepan: mgkn akan jual sbgian PTPP dan PGAS, untuk nambah KBLI, dan spare sedikit cash jika ada koreksi lagi Cm mau nunjukin invest saham ga perlu modal besar. Bukan ajakan jual/beli, DYOR [URL]",0,1,0,1,Neutral,"Update 1 stock portfolio of 5 million: Sell BIPI, Avrg Down HMSP GJTL, Buy KBLI, cash 0 Future plan: maybe will sell some PTPP and PGAS, to add KBLI, and spare a little cash if there is another correction Just want to show that investing in stocks does not require large capital. Not an invitation to sell/buy, DYOR [URL]"
Wed Oct 13 03:45:26 +0000 2021,Apakah setelah stock split saham BBCA akan seperti HMSP? Biar waktu menjawab. Mungkin masih banyak yang berfikir harga saham 30000 lebih mahal dari saham 7000.,0,0,0,0,Neutral,"Will BBCA shares be like HMSP after the stock split? Time will tell. Maybe many still think that the price of 30,000 shares is more expensive than 7,000 shares."
Tue Oct 12 14:03:49 +0000 2021,"saham rokok GGRM, WIIM, HMSP memerah lagi kena sentimen isu kenaikan CHT oktober ini, hadeh naik mulu buat nambal bunganya utang 😪",0,2,0,0,Negative,"GGRM, WIIM, HMSP cigarette stocks are in the red again due to the sentiment of the CHT increase issue this October, gosh, it keeps going up to cover the interest on the debt 😪"
Thu Oct 07 06:48:35 +0000 2021,"Saham Konsumer Bangkit: Unilever (UNVR) Memimpin, GGRM &amp HMSP Mengepul [URL]",0,0,0,0,Positive,"Consumer Stocks Rebound: Unilever (UNVR) Leads, GGRM & HMSP Steaming [URL]"
Thu Oct 07 03:09:09 +0000 2021,"3 hari lalu beli saham hmsp, sekarang udah cuan 10% aja... Alhamdulilah yah...",0,0,0,0,Positive,"3 days ago I bought HMSP shares, now it's just 10% ... Thank God ..."
Wed Oct 06 04:30:27 +0000 2021,[USERNAME] hmsp kurang tenaga om tolong dihaka biar patternnya bagus,0,0,0,0,Negative,"[USERNAME] hmsp, I don't have enough energy, sir, please help me so the pattern is good"
Mon Oct 04 05:02:33 +0000 2021,[USERNAME] [USERNAME] Saham Gudang Garam Udah Tinggi Satu Lembar Udah 50 ribuan beli saham HMSP saja masih 1200an tapi kalau mau cepet kaya ndak udah beli saham beli kripto saja,0,0,0,0,Negative,"[USERNAME] [USERNAME] Gudang Garam Shares Are Already High One Sheet Already 50 thousand, buying HMSP shares is still around 1200 but if you want to get rich quickly, don't buy shares, just buy crypto"
Thu Sep 30 07:41:16 +0000 2021,"$GGRM dan $HMSP akum dari senin. Monggo dianalisa masing-masing risk &amp rewardnya buat 2 saham ini. Saya kemarin-kemarin pernah bercandain HMSP, wkwk, mungkin kah sudah waktunya dia reversal? Tapi minggu ini akum, gak menjamin minggu depan lanjut akum. Jadi fokus sama RR kita. [URL]",1,1,0,1,Neutral,"$GGRM and $HMSP have been accumulated since Monday. Please analyze the risk & reward for these 2 stocks. I joked about HMSP yesterday, lol, maybe it's time for a reversal? But this week it's accumulated, it doesn't guarantee that it will continue to be accumulated next week. So focus on our RR. [URL]"
Wed Sep 29 10:59:11 +0000 2021,Bagaimana prediksi IHSG berikutnya? Apakah saham UNVR dan HMSP sudah Bullish Reversal Temukan jawabannya disini: [URL],0,0,0,0,Neutral,What is the next IHSG prediction? Are UNVR and HMSP shares already Bullish Reversal Find the answer here: [URL]
Wed Sep 29 10:58:54 +0000 2021,Hari ini IHSG berhasil tutup di atas resist konsolidasi 6150. Kenaikan IHSG hari ini juga ditopang oleh kenaikan saham $HMSP dan $UNVR Setelah keluar dari konsolidasi seharusnya akan dimulai tren Bullish [URL],0,1,0,0,Positive,"Today, IHSG managed to close above the consolidation resistance of 6150. The increase in IHSG today was also supported by the increase in $HMSP and $UNVR shares. After exiting the consolidation, a bullish trend should begin [URL]"
Mon Sep 27 00:07:54 +0000 2021,Weekly Focus IHSG &amp Saham. Analisa 8 saham blue chips ([HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG]) &amp 8 saham lapis kedua ([HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG]) pekan ini. Click link di [URL] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL],0,0,0,2,Neutral,Weekly Focus IHSG &amp Saham. Analisa 8 saham blue chips ([HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG]) &amp 8 saham lapis kedua ([HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG]) pekan ini. Click link di [URL] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]
Thu Sep 23 12:08:47 +0000 2021,"Setelah kemarin saham $UNVR naik signifikan, hari ini $BBRI menyusul dan menopang kenaikan $IHSG. Selain kedua saham tersebut, ada $HMSP yang menarik perhatian pelaku pasar.",0,1,0,1,Positive,"After yesterday's significant increase in $UNVR shares, today $BBRI followed and supported the increase in $IHSG. In addition to the two shares, there is $HMSP which has attracted the attention of market players."
Tue Sep 21 04:48:25 +0000 2021,BEDAH SAHAM: Benarkah Saham HM Sampoerna (HMSP) Menarik Dikoleksi? [URL] via [USERNAME],0,0,0,0,Neutral,STOCK DISCUSSION: Is HM Sampoerna (HMSP) Stock Really Interesting to Collect? [URL] via [USERNAME]
Mon Sep 20 13:01:01 +0000 2021,[USERNAME] UNVR / HMSP kedua ketiga pasti bakal ada. Kemungkinan adminnya bakal lepas tangan klo ada yg nyangkut apa lg abis di pompom kya skarang.,0,0,0,0,Negative,"[USERNAME] UNVR / HMSP second or third will definitely be there. The admin will probably wash their hands of it if there is anything that gets involved, especially after being pumped up like now."
Mon Sep 20 12:48:57 +0000 2021,"Kalo di masa depan rokok udah ga ngasih efek buruk ke kesehatan, kira2 HMSP bisa masuk ke saham syariah gak? Wkwk",0,0,0,0,Neutral,"If in the future cigarettes no longer have a bad effect on health, do you think HMSP can enter into sharia stocks? Lwkk"
Sun Sep 19 03:55:49 +0000 2021,"$UNVR Sebagus apapun analisa kita, sebagus apapun perusahaannya menurut kita, selalu sediakan ruang untuk salah. Karena bagaimana pun, harga saham itu bukan dalam kendali kita. Turut prihatin buat nyangkuters di $UNVR Sy juga dulu pernah nyangkut di $HMSP, jadi paham rasanya. [URL]",0,0,1,1,Negative,"$UNVR No matter how good our analysis is, no matter how good the company is in our opinion, always leave room for error. Because no matter what, the stock price is not in our control. Sorry for those who are stuck in $UNVR. I was also stuck in $HMSP, so I understand how it feels. [URL]"
Sat Sep 18 06:54:07 +0000 2021,[USERNAME] Pernah CL HMSP dalem banget 😭😭,0,0,0,0,Negative,[USERNAME] I once had a really deep HMSP CL 😭😭
Fri Sep 17 13:15:17 +0000 2021,[USERNAME] hahahaha iya nih kayanya sementara doi dah keluar dari bluechip jadi saham bulukchip. 😆😆😆 gpp turunin terus saja sehancur2nya nanti lebih menarik drpd saham2 kecil yg tak jelas. Apalagi kalo [HASHTAG] ke 500 🤔🥸 ngarep bgt.,0,1,0,0,Negative,"[USERNAME] hahahaha yeah I think he's temporarily out of bluechip and into low-chip stocks. 😆😆😆 never mind, keep going down, no matter how bad it gets, it's more interesting than small, unclear stocks. Especially if [HASHTAG] reaches 500 🤔🥸 I'm really looking forward to it."
Wed Sep 15 12:56:04 +0000 2021,"IHSG Berpotensi Melemah Besok, Rekomendasi Saham BBRI hingga HMSP [URL]",1,0,0,0,Negative,"IHSG Potentially Weakens Tomorrow, Recommendations for BBRI to HMSP Stocks [URL]"
Wed Sep 15 07:11:13 +0000 2021,rokok sampoerna [HASHTAG] skrg lebih mahal daripada sahamnya Saham [HASHTAG] udah setara sabun mandi lifebu*y Wkwkw,0,0,0,0,Negative,Sampoerna cigarettes [HASHTAG] are now more expensive than its shares [HASHTAG] shares are equivalent to Lifebu*y soap Wkwkw
Wed Sep 15 00:35:07 +0000 2021,"IHSG Incar Level 6.153, Rekomendasi Saham BBRI, HMSP, AALI Cs [URL]",0,0,1,1,Positive,"IHSG Targets Level 6,153, Recommendations for BBRI, HMSP, AALI Cs Stocks [URL]"
Tue Sep 14 02:19:01 +0000 2021,"HM Sampoerna berinisiatif untuk meningkatkan pangsa pasar dan mengeluarkan produk baru. Wah, apa ya dampaknya terhadap emiten saham HMSP? Simak selengkapnya di RHB Smart Talk: HMSP BDMN JPFA HRUM KOTA - 14 September 2021 [URL]",0,0,0,0,Neutral,"HM Sampoerna took the initiative to increase market share and launch new products. Wow, what impact will it have on HMSP stock issuers? Read more at RHB Smart Talk: HMSP BDMN JPFA HRUM KOTA - September 14, 2021 [URL]"
Fri Sep 10 23:06:41 +0000 2021,Ini klo gol saham HMSP langsung naik lagi 😂😂,0,0,0,0,Positive,"If this is the goal, HMSP shares will immediately go up again 😂😂"
Fri Sep 10 06:20:02 +0000 2021,Saham Sampoerna (HMSP) &amp Upaya Pabrik Rokok Menjaga Laba [URL],0,0,1,1,Neutral,Sampoerna (HMSP) Stock & Cigarette Factory Efforts to Maintain Profits [URL]
Sun Sep 05 23:49:22 +0000 2021,"Saham UNVR, HMSP, CPIN punya profitabilitas tinggi, ini rekomendasi analis [URL]",0,0,0,0,Positive,"UNVR, HMSP, CPIN shares have high profitability, these are analyst recommendations [URL]"
Tue Aug 31 12:26:55 +0000 2021,Prediksi Saham IHSG MINGGUAN SAHAM GGRM DAN SAHAM HMSP. BISA CUAN SAMPAI 8% [URL] lewat [USERNAME] tetap batasi resiko. terima kasih,0,0,0,0,Positive,WEEKLY IHSG Stock Prediction GGRM STOCK AND HMSP STOCK. CAN PROFIT UP TO 8% [URL] via [USERNAME] still limit the risk. thank you
Sun Aug 29 10:57:35 +0000 2021,[USERNAME] Hati-hati. Perush sebesar GGRM &amp HMSP hanya didagangkan 11 M &amp 19 M/hari. Selera pasar masih nggak mau ke sektor rokok khususnya &amp konsumer umumnya,0,0,0,0,Negative,[USERNAME] Be careful. A company as big as GGRM & HMSP is only traded at 11 M & 19 M/day. Market tastes still don't want to go to the cigarette sector in particular & consumers in general
Fri Aug 27 15:50:14 +0000 2021,"Wow fund ga ada yg punya saham rokok. Itu kemaren yg naikin ggrm bukan fund berarti ya, mana langsung anjlok. Skr hmsp ga ada yg jagain. Ambrol teros dibawah seribu. Ga usah ngarep window dressing di rokok hahaha",0,0,0,0,Negative,"Wow, no fund has cigarette stocks. Yesterday, the one who raised GGRM wasn't a fund, right? It immediately plummeted. Now, HMSP has no one guarding it. It keeps falling below a thousand. Don't expect window dressing on cigarettes hahaha"
Thu Aug 26 09:32:17 +0000 2021,"Ngomong-ngomong soal $HMSP. Harga lagi di support ternyata yah. Tembus support gak nih? Atau malahan sudah bottom? Gak ada pelaku pasar yang mau goreng ini saham? bagus loh ini, bisa cuan 20-30 persen.. Pasti banyak ritel yg mau beli nanti pas sudah rebound... [URL]",0,1,0,0,Positive,"Speaking of $HMSP. The price is currently supported, huh? Will it break through the support? Or has it already bottomed? No market players want to manipulate this stock? This is great, you can make a profit of 20-30 percent. There must be many retailers who want to buy later when it rebounds... [URL]"
Tue Aug 24 10:20:54 +0000 2021,"Belum lagi berita cukai cukai cukai yang selalu heboh tiap tahunnya yang bikin $HMSP ARB berhari hari. Seakan industri ini udah gak ada harapan lagi. Fear betebaran, di stockbit saham ini jadi bulan bulanan bahan bully temenin $UNVR 😂",0,1,0,0,Negative,"Not to mention the excise and customs news that is always a big deal every year that makes $HMSP ARB for days. As if this industry has no hope anymore. Fear is spreading, on stockbit this stock has become the target of monthly bullying accompanying $UNVR 😂"
Tue Aug 24 10:15:49 +0000 2021,"Nyangkut hampir 50% di HMSP, average sekarang 1890.. So, apa yang akan gue lakukan di saham ini? [URL]",2,5,2,5,Negative,"Stuck almost 50% in HMSP, average now 1890.. So, what will I do in this stock? [URL]"
Fri Aug 20 00:14:32 +0000 2021,"IHSG Masih Berpotensi Tertekan, Rekomendasi Saham HMSP, WIKA, hingga CTRA [URL]",0,0,0,0,Negative,"IHSG Still Potentially Under Pressure, Recommended Stocks HMSP, WIKA, to CTRA [URL]"
Thu Aug 19 08:38:02 +0000 2021,"Dulu waktu saham $HMSP ini di harga 3.000an, saya ingat banget, ada yang nyaranin beli saham ini, fundamentalnya bagus lah, apalah. trus sahamnya turun ke 2.000, makin di saranin buat beli. tabungan katanya. Saham sebagus ini, bla bla bla. Untungnya saya berani Cutloss saat.. [URL]",0,3,3,3,Negative,"Back when $HMSP shares were at a price of 3,000, I remember clearly, someone suggested buying this stock, the fundamentals were good, whatever. then the stock dropped to 2,000, it was even more suggested to buy. savings they said. Stocks this good, blah blah blah. Luckily I dared to Cutloss when.. [URL]"
Thu Aug 19 01:59:33 +0000 2021,"Saham big cap: IHSG naik, ASII, BBNI reli 5 hari, HMSP drop 6 hari, DCII turun 4 hari: Saham BBNI masuk big cap setelah harga sahamnya naik 5 hari berturut. Kapitalisasi pasar BBNI kini menjadi Rp 100,15 triliun. Saham big cap yang ... [URL] [HASHTAG] [HASHTAG]",0,0,0,0,Neutral,"Big cap stocks: IHSG up, ASII, BBNI rally for 5 days, HMSP drops for 6 days, DCII drops for 4 days: BBNI shares entered big cap after its share price rose for 5 consecutive days. BBNI's market capitalization is now IDR 100.15 trillion. Big cap stocks that ... [URL] [HASHTAG] [HASHTAG]"
Wed Aug 18 17:02:33 +0000 2021,"Saham Rokok (GGRM, HMSP, ITIC, WIIM) Rontok Setelah RAPBN 2022 Dibacakan, Ada Apa?: Saham-saham emiten rokok anjlok ke zona merah meski indeks harga saham gabungan pada Rabu (18/8/2021) berada di zona hijau. A- A+. Share. [URL] [HASHTAG] [HASHTAG]",0,0,0,0,Negative,"Cigarette Stocks (GGRM, HMSP, ITIC, WIIM) Plunge After 2022 RAPBN Readout, What's Happening?: Cigarette issuer stocks plunged into the red zone even though the composite stock price index was in the green zone on Wednesday (18/8/2021). A- A+. Share. [URL] [HASHTAG] [HASHTAG]"
Wed Aug 18 15:48:06 +0000 2021,"Saham Rokok (GGRM, HMSP, ITIC, WIIM) Rontok Setelah RAPBN 2022 Dibacakan, Ada Apa? [URL]",0,0,0,6,Negative,"Cigarette Stocks (GGRM, HMSP, ITIC, WIIM) Plunge After 2022 RAPBN Read, What's Happening? [URL]"
Wed Aug 18 13:54:32 +0000 2021,"IHSG Masih Berpotensi Tertekan Esok Hari, Rekomendasi Saham UNVR, HMSP, hingga TLKM [URL]",0,0,0,1,Negative,"IHSG Still Potentially Under Pressure Tomorrow, Recommended Stocks UNVR, HMSP, to TLKM [URL]"
Wed Aug 18 04:41:48 +0000 2021,HMSP udah jatuh sampe di bawah 1000/lembar saham.,0,1,0,0,Negative,HMSP has fallen below 1000/share.
Sat Aug 14 07:57:59 +0000 2021,"[USERNAME] Selain analisis fundamental ada juga analisis teknikal, ada juga beberapa faktor eksternal dan internal yg menyebabkan unvr downtren, gak hanya unvr ada beberapa saham yg lagi downtren asii, hmsp, ggrm, saham konstruksi dan properti juga",0,0,0,0,Negative,"[USERNAME] In addition to fundamental analysis, there is also technical analysis, there are also several external and internal factors that cause UNVR to go downtrend, not only UNVR, there are several stocks that are currently downtrending, HMSP, GGRM, construction and property stocks too"
Fri Aug 13 06:23:56 +0000 2021,[USERNAME] Gw juga nyangkut hmsp tapi santai aja hahaha,0,0,0,0,Positive,[USERNAME] I'm also stuck hmsp but just relax hahaha
Tue Aug 10 01:07:19 +0000 2021,"HMSP - Spec Buy Spec Buy: 1.045-1.065 Target Price: 1.165, 1.270 Stoploss: below 1.040 'Disclaimer On'. Saksikan analisa saham dan berita pasar modal terkini dalam Morning Meeting di Youtube Live MNC Sekuritas [URL]",0,0,0,0,Neutral,"HMSP - Spec Buy Spec Buy: 1.045-1.065 Target Price: 1.165, 1.270 Stoploss: below 1.040 'Disclaimer On'. Watch the latest stock analysis and capital market news in the Morning Meeting on Youtube Live MNC Sekuritas [URL]"
Fri Aug 06 06:28:49 +0000 2021,"Di saat orang-orang bergerilya beli saham $BUKA, gue jadi inget masih nyangkut 40% di $HMSP 😢",2,3,0,2,Negative,"When people guerilla buy $BUKA stock, I remember still stuck 40% in $HMSP 😢"
Tue Aug 03 04:47:18 +0000 2021,"[USERNAME] Sudah mulai berlaku. Namun, dampaknya hanya terasa saham yang kepemilikan publik kecil. Misalnya, HMSP cuma 7,5%",0,0,0,1,Neutral,"[USERNAME] It has started to apply. However, the impact is only felt by shares with small public ownership. For example, HMSP only has 7.5%"
Sun Aug 01 10:40:32 +0000 2021,"Kinerja Melempem, Saham HMSP Dan GGRM Anjlok [URL]",0,0,0,0,Negative,"Sluggish Performance, HMSP and GGRM Shares Plunge [URL]"
Sat Jul 31 15:14:12 +0000 2021,"ternyata nggak dong, beberapa influencer saham, justru bikin cerita tentang saham UNVR, HMSP dkk, yg harganya justru turun setelah stock split....",0,1,0,0,Negative,"It turns out not, some stock influencers actually made stories about UNVR, HMSP et al.'s shares, whose prices actually fell after the stock split...."
Sat Jul 31 01:09:13 +0000 2021,"Saya gak khawatir dengan downtrend"" UNVR, HMSP, INDF, ASII. Semua saham ada naik turunnya, baru juga turun 2 tahun apalagi kondisi pandemi. Masih ada tahun-tahun berikutnya kan untuk turnaround? Apalagi mereka bukan perusahaan ecek-ecek yang gak tau mesti ngapain. Market leader.""",0,0,0,0,Positive,"""I'm not worried about the downtrend"" of UNVR, HMSP, INDF, ASII. All stocks have ups and downs, they have only been down for 2 years, especially during the pandemic. There are still years to come for a turnaround, right? Moreover, they are not small companies that don't know what to do. Market leaders."""
Fri Jul 30 10:25:25 +0000 2021,"Kinerja Melempem, Saham HMSP Dan GGRM Anjlok [URL]",0,0,0,0,Negative,"Sluggish Performance, HMSP and GGRM Shares Plunge [URL]"
Fri Jul 30 02:33:03 +0000 2021,"Rekap laporan keuangan semester 1 2021: [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] Termasuk rekomendasi saham by analisa fundamental, bonus analisa teknikal. . [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]",0,0,0,0,Neutral,"Financial report summary semester 1 2021: [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] Including stock recommendations by fundamental analysis, bonus technical analysis. . [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]"
Wed Jul 28 16:37:01 +0000 2021,"[USERNAME] Paham sih Om, saya jg maaf diluar konteks awal tweet yah, cuman saham apa selain BBCA yg hbs SS bisa naik, gak usah sekenceng BBCA, naik Mayan aja? Nah itu maksud saya, apa gak ada saham lain selain UNVR case nya mirip bgt sama HMSP habis SS, saya pernah nanya kan soal hal ini",0,1,0,0,Neutral,"[USERNAME] I understand, bro. I'm sorry that it's outside the context of the initial tweet. What other stocks besides BBCA can go up after SS? It doesn't have to be as fast as BBCA, it can just go up a little? That's what I mean. Aren't there any other stocks besides UNVR whose case is very similar to HMSP after SS? I once asked about this."
Wed Jul 28 12:41:53 +0000 2021,"[USERNAME] Aku minus Gede di HMsP, Wika, Dan PTBA, gmn petunjuk ya suhu suhu",0,0,0,0,Negative,"[USERNAME] I have a big minus in HMsP, Wika, and PTBA, what are the instructions, sir?"
Wed Jul 28 08:40:33 +0000 2021,"[USERNAME] Waduh kyk gak ada saham lain aja Om, DMMX bulan lalu tepat 30 hari sebelumnya di 1500an hari ini highnya 3200, 100% Om, drpd nungguin saham hasil Stock Split hancur semua harganya kyk HMSP dll kecuali BBCA",0,1,0,0,Negative,"[USERNAME] Wow, it's like there are no other shares, bro. DMMX was at 1500 exactly 30 days ago, today it's high at 3200, 100%, bro. Rather than waiting for the shares resulting from the Stock Split to be destroyed, all the prices are like HMSP etc. except BBCA."
Tue Jul 27 12:25:28 +0000 2021,"Beberapa bulan terakhir terjadi fenomena dimana harga saham yang dilebeli berfundamental"" dan unggulan justru turun signifikan seperti $UNVR atau $HMSP. [URL]",0,2,0,1,Negative,"In the last few months, there has been a phenomenon where the prices of stocks labeled as ""fundamental"" and ""leading"" have actually fallen significantly, such as $UNVR or $HMSP. [URL]"
Thu Jul 22 14:55:34 +0000 2021,"[USERNAME] [USERNAME] Sejuta buat para manusia menengah sih mayan bgt buat beli saham HMSP, PTBA dll wkwkwkwkw",0,1,0,1,Positive,"[USERNAME] [USERNAME] A million is quite a lot for middle class people to buy shares of HMSP, PTBA etc. hahahahaha"
Thu Jul 22 14:05:55 +0000 2021,"$HMSP Bluechip yg masih oke, sikat gan [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]",0,3,0,2,Positive,"$HMSP Bluechip is still okay, brush it [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]"
Thu Jul 22 08:47:23 +0000 2021,"Update portofolio saham. BCA Sekuritas : PTBA, POWR, SPTO. Sinarmas Sekuritas : ADMF, ASII, HMSP, INDF, LSIP, PWON, SIDO, TOTO, UNVR. Di Sinarmas Sekuritas sahamnya banyak tapi semuanya cuma 1 lot hehe. Karena cuma ngincer fitur stockbit pro nya.",0,1,0,0,Neutral,"Stock portfolio update. BCA Securities: PTBA, POWR, SPTO. Sinarmas Securities: ADMF, ASII, HMSP, INDF, LSIP, PWON, SIDO, TOTO, UNVR. In Sinarmas Securities, there are many stocks but all are only 1 lot hehe. Because I only aim for the stockbit pro feature."
Thu Jul 22 06:52:27 +0000 2021,"lumayan ya $HMSP , jangan lupa dinaikin SL atau TSnya. [HASHTAG]",0,0,0,0,Positive,"$HMSP is quite good, don't forget to increase the SL or TS. [HASHTAG]"
Mon Jul 19 01:52:20 +0000 2021,",,ketika exdate, asing akan serok sangat banyak. Dan harga saham akan jatuh jauh dari yield dividen (melihat kasus hmsp) *manajemen risiko berkata bahwa pada masa ppkm, konsumsi akan menurun, hal ini akan berdampak laba. Selain itu, pulihnya harga saham itu biasanya lama",0,1,0,0,Negative,",,when exdate, foreigners will scoop up a lot. And the stock price will fall far from the dividend yield (see the hmsp case) *risk management said that during the ppkm period, consumption will decrease, this will have an impact on profits. In addition, the recovery of stock prices is usually long"
Wed Jul 14 07:14:56 +0000 2021,"Ada Relaksasi Cukai Rokok, Saham GGRM-HMSP cs kok Dibanting? [URL]",0,0,0,2,Negative,"There is Cigarette Excise Relaxation, Why Are GGRM-HMSP and Friends Shares Slammed? [URL]"
Fri Jul 09 16:36:04 +0000 2021,[USERNAME] Lebih tertarik ke HMSP dan UNVR ... Menunggu lepas dulu dari saham yang lain yang sedang nyangkut 😭,0,0,0,0,Positive,[USERNAME] More interested in HMSP and UNVR... Waiting to get away from other stocks that are stuck 😭
